Entry_Time,Exit_Time,Entry_Price,Exit_Price,PnL,Reason,Capital_After
2023-06-30 03:00:00,2023-06-30 13:00:00,30745.05,30283.874249999997,-150.00000000000068,SL,9850.0
2023-07-01 08:00:00,2023-07-03 19:00:00,30441.7,31354.951,295.50000000000006,TP,10145.5
2023-07-03 20:00:00,2023-07-04 19:00:00,31121.18,30654.3623,-152.18249999999986,SL,9993.317500000001
2023-07-04 20:00:00,2023-07-05 12:00:00,30797.13,30335.17305,-149.89976249999992,SL,9843.417737500002
2023-07-06 07:00:00,2023-07-06 13:00:00,30803.19,30341.14215,-147.65126606249973,SL,9695.766471437502
2023-07-06 15:00:00,2023-07-06 23:00:00,30407.01,29950.90485,-145.43649707156237,SL,9550.32997436594
2023-07-07 02:00:00,2023-07-10 20:00:00,30102.98,31006.0694,286.5098992309785,TP,9836.839873596919
2023-07-11 12:00:00,2023-07-13 18:00:00,30433.05,31346.0415,295.1051962079076,TP,10131.945069804826
2023-07-13 19:00:00,2023-07-13 21:00:00,31606.01,31131.91985,-151.9791760470724,SL,9979.965893757753
2023-07-13 21:00:00,2023-07-14 17:00:00,31254.01,30785.199849999997,-149.69948840636667,SL,9830.266405351387
2023-07-16 06:00:00,2023-07-17 18:00:00,30258.77,29804.88845,-147.45399608027142,SL,9682.812409271115
2023-07-17 19:00:00,2023-07-24 09:00:00,29884.39,29436.12415,-145.24218613906663,SL,9537.570223132048
2023-07-24 11:00:00,2023-08-01 02:00:00,29269.99,28830.940150000002,-143.06355334698054,SL,9394.506669785067
2023-08-01 02:00:00,2023-08-02 00:00:00,28933.22,29801.216600000003,281.8352000935527,TP,9676.341869878619
2023-08-02 18:00:00,2023-08-07 16:00:00,29148.1,28710.8785,-145.1451280481792,SL,9531.19674183044
2023-08-07 22:00:00,2023-08-08 21:00:00,29181.18,30056.615400000002,285.93590225491386,TP,9817.132644085354
2023-08-08 21:00:00,2023-08-09 19:00:00,29854.98,29407.1553,-147.25698966128067,SL,9669.875654424073
2023-08-09 20:00:00,2023-08-16 12:00:00,29500.33,29057.825050000003,-145.04813481636066,SL,9524.827519607712
2023-08-17 14:00:00,2023-08-17 15:00:00,28394.34,27968.424899999998,-142.87241279411634,SL,9381.955106813595
2023-08-17 16:00:00,2023-08-17 21:00:00,27937.35,27518.28975,-140.72932660220346,SL,9241.22578021139
2023-08-18 05:00:00,2023-08-18 14:00:00,26443.76,26047.1036,-138.6183867031708,SL,9102.60739350822
2023-08-19 15:00:00,2023-08-21 15:00:00,26216.01,25822.769849999997,-136.53911090262383,SL,8966.068282605596
2023-08-21 23:00:00,2023-08-22 17:00:00,26126.92,25735.0162,-134.49102423908397,SL,8831.577258366513
2023-08-22 22:00:00,2023-08-23 17:00:00,25807.99,26582.229700000004,264.94731775099604,TP,9096.524576117508
2023-08-24 18:00:00,2023-08-29 14:00:00,26021.25,26801.8875,272.8957372835255,TP,9369.420313401033
2023-08-30 00:00:00,2023-08-30 13:00:00,27622.24,27207.9064,-140.5413047010161,SL,9228.879008700016
2023-08-31 18:00:00,2023-08-31 21:00:00,26292.23,25897.84655,-138.43318513050065,SL,9090.445823569515
2023-09-01 15:00:00,2023-09-01 17:00:00,25811.0,25423.835,-136.356687353543,SL,8954.089136215971
2023-09-02 15:00:00,2023-09-06 17:00:00,25894.76,25506.3386,-134.31133704323932,SL,8819.77779917273
2023-09-07 06:00:00,2023-09-11 14:00:00,25761.87,25375.44195,-132.2966669875905,SL,8687.48113218514
2023-09-11 18:00:00,2023-09-12 03:00:00,25163.6,25918.507999999998,260.62443396555403,TP,8948.105566150693
2023-09-12 09:00:00,2023-09-14 13:00:00,25869.97,26646.0691,268.4431669845206,TP,9216.548733135212
2023-09-14 14:00:00,2023-09-15 14:00:00,26731.4,26330.429,-138.24823099702863,SL,9078.300502138183
2023-09-15 15:00:00,2023-09-18 10:00:00,26321.21,27110.8463,272.3490150641462,TP,9350.64951720233
2023-09-19 08:00:00,2023-09-21 10:00:00,27066.74,26660.7389,-140.25974275803537,SL,9210.389774444295
2023-09-21 15:00:00,2023-09-24 23:00:00,26584.02,26185.2597,-138.15584661666503,SL,9072.23392782763
2023-09-24 23:00:00,2023-09-28 15:00:00,26248.38,27035.831400000003,272.1670178348295,TP,9344.400945662459
2023-09-30 15:00:00,2023-10-01 22:00:00,26996.29,27806.1787,280.3320283698736,TP,9624.732974032333
2023-10-02 06:00:00,2023-10-02 18:00:00,28101.59,27680.06615,-144.37099461048547,SL,9480.361979421847
2023-10-03 19:00:00,2023-10-05 13:00:00,27275.0,28093.25,284.4108593826554,TP,9764.772838804502
2023-10-05 13:00:00,2023-10-05 15:00:00,27992.76,27572.868599999998,-146.47159258206767,SL,9618.301246222434
2023-10-06 11:00:00,2023-10-06 12:00:00,27760.0,27343.6,-144.274518693337,SL,9474.026727529097
2023-10-06 15:00:00,2023-10-09 09:00:00,27941.12,27522.0032,-142.11040091293637,SL,9331.916326616161
2023-10-10 19:00:00,2023-10-11 04:00:00,27397.3,26986.3405,-139.9787448992427,SL,9191.937581716918
2023-10-11 08:00:00,2023-10-11 16:00:00,27108.43,26701.80355,-137.8790637257537,SL,9054.058517991165
2023-10-11 16:00:00,2023-10-16 05:00:00,26682.69,27483.1707,271.621755539735,TP,9325.6802735309
2023-10-16 12:00:00,2023-10-16 13:00:00,27887.99,28724.6297,279.77040820592686,TP,9605.450681736826
2023-10-16 13:00:00,2023-10-18 04:00:00,28000.0,28840.0,288.16352045210476,TP,9893.61420218893
2023-10-18 12:00:00,2023-10-20 03:00:00,28330.01,29179.9103,296.8084260656683,TP,10190.422628254599
2023-10-20 03:00:00,2023-10-20 10:00:00,29235.38,30112.441400000003,305.71267884763876,TP,10496.135307102237
2023-10-20 21:00:00,2023-10-23 01:00:00,29614.79,30503.2337,314.884059213067,TP,10811.019366315304
2023-10-23 06:00:00,2023-10-23 20:00:00,30671.65,31591.7995,324.33058098945895,TP,11135.349947304763
2023-10-24 06:00:00,2023-10-24 15:00:00,33975.2,33465.572,-167.03024920957046,SL,10968.319698095193
2023-10-24 16:00:00,2023-10-24 18:00:00,33938.92,33429.8362,-164.524795471428,SL,10803.794902623764
2023-10-25 09:00:00,2023-10-25 16:00:00,34100.75,35123.7725,324.11384707871264,TP,11127.908749702476
2023-10-25 16:00:00,2023-10-26 11:00:00,34480.71,33963.49935,-166.91863124553743,SL,10960.990118456939
2023-10-26 12:00:00,2023-10-27 17:00:00,34258.24,33744.3664,-164.4148517768538,SL,10796.575266680085
2023-10-28 10:00:00,2023-11-01 13:00:00,34100.82,35123.844600000004,323.89725800040395,TP,11120.47252468049
2023-11-01 17:00:00,2023-11-01 21:00:00,34510.28,35545.5884,333.61417574041525,TP,11454.086700420905
2023-11-01 23:00:00,2023-11-02 13:00:00,35421.43,34890.10855,-171.81130050631458,SL,11282.27539991459
2023-11-02 19:00:00,2023-11-03 00:00:00,35000.01,34475.00985,-169.2341309987188,SL,11113.041268915871
2023-11-03 00:00:00,2023-11-07 19:00:00,34510.29,35545.5987,333.3912380674766,TP,11446.432506983349
2023-11-07 19:00:00,2023-11-09 02:00:00,35453.98,36517.59940000001,343.3929752095015,TP,11789.82548219285
2023-11-09 06:00:00,2023-11-09 14:00:00,36769.98,37873.0794,353.69476446578517,TP,12143.520246658634
2023-11-09 14:00:00,2023-11-09 15:00:00,37854.73,37286.90905,-182.15280369987988,SL,11961.367442958754
2023-11-10 16:00:00,2023-11-11 22:00:00,37377.46,36816.7981,-179.42051164438104,SL,11781.946931314373
2023-11-11 22:00:00,2023-11-13 21:00:00,36891.91,36338.531350000005,-176.72920396971517,SL,11605.217727344658
2023-11-14 05:00:00,2023-11-14 15:00:00,36627.79,36078.37315,-174.07826591017033,SL,11431.139461434488
2023-11-14 16:00:00,2023-11-14 18:00:00,36268.9,35724.866500000004,-171.4670919215166,SL,11259.672369512971
2023-11-14 18:00:00,2023-11-15 12:00:00,35230.0,36286.9,337.7901710853896,TP,11597.46254059836
2023-11-15 16:00:00,2023-11-15 18:00:00,36372.01,37463.170300000005,347.92387621795183,TP,11945.386416816313
2023-11-15 18:00:00,2023-11-16 13:00:00,37390.01,36829.159850000004,-179.18079625224416,SL,11766.20562056407
2023-11-17 05:00:00,2023-11-19 23:00:00,36355.57,37446.2371,352.9861686169217,TP,12119.191789180992
2023-11-20 10:00:00,2023-11-20 14:00:00,37290.0,36730.65,-181.7878768377144,SL,11937.403912343278
2023-11-20 22:00:00,2023-11-21 14:00:00,37425.78,36864.393299999996,-179.06105868515004,SL,11758.342853658127
2023-11-21 19:00:00,2023-11-21 22:00:00,36980.0,36425.3,-176.375142804871,SL,11581.967710853256
2023-11-22 12:00:00,2023-11-22 21:00:00,36557.54,37654.266200000005,347.4590313255991,TP,11929.426742178855
2023-11-22 21:00:00,2023-11-23 15:00:00,37607.08,37042.9738,-178.94140113268347,SL,11750.485341046173
2023-11-24 09:00:00,2023-11-27 07:00:00,37622.41,37058.07385,-176.25728011569348,SL,11574.22806093048
2023-11-27 07:00:00,2023-11-27 14:00:00,37283.19,36723.94215,-173.6134209139571,SL,11400.614640016523
2023-11-28 19:00:00,2023-11-30 14:00:00,38114.26,37542.5461,-171.00921960024857,SL,11229.605420416276
2023-12-01 01:00:00,2023-12-02 19:00:00,37946.02,39084.4006,336.8881626124895,TP,11566.493583028765
2023-12-02 22:00:00,2023-12-04 01:00:00,39349.01,40529.4803,346.9948074908632,TP,11913.488390519628
2023-12-04 16:00:00,2023-12-05 17:00:00,41633.98,42882.99940000001,357.40465171559015,TP,12270.893042235217
2023-12-06 07:00:00,2023-12-07 09:00:00,43688.87,43033.53695,-184.06339563352856,SL,12086.82964660169
2023-12-07 10:00:00,2023-12-08 21:00:00,43134.24,44428.2672,362.6048893980518,TP,12449.43453599974
2023-12-08 21:00:00,2023-12-09 08:00:00,44527.34,43859.429899999996,-186.7415180399964,SL,12262.693017959744
2023-12-09 13:00:00,2023-12-11 01:00:00,43996.33,43336.385050000004,-183.94039526939542,SL,12078.752622690348
2023-12-11 01:00:00,2023-12-11 02:00:00,43222.46,42574.1231,-181.18128934035582,SL,11897.571333349992
2023-12-11 02:00:00,2023-12-11 17:00:00,41952.99,41323.69515,-178.46357000024943,SL,11719.107763349743
2023-12-11 18:00:00,2023-12-11 19:00:00,41050.38,40434.624299999996,-175.78661645024658,SL,11543.321146899496
2023-12-11 21:00:00,2023-12-13 02:00:00,41202.93,40584.88605,-173.14981720349226,SL,11370.171329696004
2023-12-13 15:00:00,2023-12-13 22:00:00,41939.18,43197.3554,341.1051398908802,TP,11711.276469586885
2023-12-14 00:00:00,2023-12-14 13:00:00,42788.85,42147.01725,-175.66914704380366,SL,11535.607322543081
2023-12-14 16:00:00,2023-12-15 15:00:00,42597.79,41958.823150000004,-173.03410983814544,SL,11362.573212704936
2023-12-16 05:00:00,2023-12-17 14:00:00,42266.09,41632.09864999999,-170.43859819057508,SL,11192.134614514362
2023-12-17 23:00:00,2023-12-18 10:00:00,41374.65,40754.03025,-167.88201921771488,SL,11024.252595296646
2023-12-18 11:00:00,2023-12-18 21:00:00,41105.12,42338.2736,330.7275778588988,TP,11354.980173155545
2023-12-19 01:00:00,2023-12-19 14:00:00,43314.99,42665.26515,-170.32470259733284,SL,11184.655470558213
2023-12-19 17:00:00,2023-12-20 13:00:00,41854.06,43109.6818,335.5396641167466,TP,11520.19513467496
2023-12-20 13:00:00,2023-12-24 22:00:00,43769.44,43112.8984,-172.80292702012548,SL,11347.392207654833
2023-12-24 22:00:00,2023-12-26 09:00:00,42977.3,42332.6405,-170.2108831148229,SL,11177.18132454001
2023-12-26 09:00:00,2023-12-26 17:00:00,42408.92,41772.786199999995,-167.657719868101,SL,11009.52360467191
2023-12-26 17:00:00,2023-12-27 20:00:00,42009.99,43270.2897,330.2857081401582,TP,11339.809312812067
2023-12-28 05:00:00,2023-12-28 14:00:00,43222.01,42573.67985,-170.0971396921814,SL,11169.712173119886
2023-12-28 14:00:00,2023-12-29 16:00:00,42664.0,42024.04,-167.54568259679806,SL,11002.166490523088
2023-12-29 16:00:00,2023-12-29 22:00:00,41971.24,41341.6714,-165.03249735784598,SL,10837.133993165242
2023-12-30 05:00:00,2024-01-01 19:00:00,42104.0,43367.12,325.1140197949579,TP,11162.248012960199
2024-01-01 19:00:00,2024-01-02 00:00:00,43517.99,44823.5297,334.8674403888063,TP,11497.115453349006
2024-01-02 00:00:00,2024-01-03 11:00:00,45056.0,44380.159999999996,-172.45673180023607,SL,11324.65872154877
2024-01-03 11:00:00,2024-01-03 12:00:00,43702.88,43047.3368,-169.8698808232316,SL,11154.78884072554
2024-01-03 12:00:00,2024-01-03 14:00:00,42789.38,42147.5393,-167.3218326108833,SL,10987.467008114656
2024-01-03 14:00:00,2024-01-03 16:00:00,42179.99,43445.3897,329.6240102434401,TP,11317.091018358096
2024-01-03 18:00:00,2024-01-04 14:00:00,42255.72,43523.3916,339.5127305507433,TP,11656.60374890884
2024-01-04 14:00:00,2024-01-05 01:00:00,43676.07,43020.92895,-174.84905623363215,SL,11481.754692675207
2024-01-05 10:00:00,2024-01-08 12:00:00,43628.18,44937.0254,344.45264078025576,TP,11826.207333455463
